year,name,mileage,transmission,price,city
2001,Honda Odyssey,92500,Automatic,99000000,Jawa Timur
2011,Toyota Avanza,142500,Manual,112000000,Jawa Timur
2017,Honda HR-V,42500,Automatic,235000003,Jawa Timur
2016,Toyota Sienta,47500,Automatic,179500007,Jawa Timur
2010,Daihatsu Xenia,87500,Manual,85000000,DKI Jakarta
2017,Volkswagen Polo,32500,Automatic,185000000,DKI Jakarta
2012,Mazda 2,62500,Automatic,110000000,DKI Jakarta
2015,Mazda 2,62500,Automatic,160000000,DKI Jakarta
2013,Honda City,67500,Automatic,140000000,DKI Jakarta
2017,Honda BR-V,27500,Automatic,165000000,DKI Jakarta
2018,Honda BR-V,37500,Automatic,175000000,Banten
2013,Honda Odyssey,77500,Automatic,240000000,DKI Jakarta
2012,Mazda CX-5,92500,Automatic,185000000,DKI Jakarta
2017,Chevrolet Trax,57500,Automatic,180000000,DKI Jakarta
2016,Toyota Kijang Innova,77500,Automatic,260000000,DKI Jakarta
2016,Chevrolet Orlando,32500,Automatic,170000000,DKI Jakarta
2012,Mercedes-Benz C200,77500,Automatic,210000000,DKI Jakarta
2015,Nissan X-Trail,31250,Automatic,195000000,Banten
2018,Mitsubishi Pajero Sport,32500,Automatic,480000000,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2018,Toyota Camry,10000,Automatic,365000000,Banten
2016,Honda BR-V,17500,Automatic,178000000,Jawa Timur
2009,Mazda 5,57500,Automatic,125000000,Jawa Timur
2019,BMW X1,27500,Automatic,625000000,Banten
2016,Hyundai Santa Fe,17500,Automatic,350000000,DKI Jakarta
2015,Toyota Yaris,82500,Automatic,155000000,DKI Jakarta
2014,Toyota Fortuner,57500,Manual,252000000,DKI Jakarta
2013,Daihatsu Terios,62500,Manual,135000000,Jawa Timur
2010,Toyota Avanza,67500,Manual,92000000,Jawa Timur
2014,Toyota Avanza,32500,Automatic,109000000,DKI Jakarta
2014,Toyota Fortuner,30000,Manual,252000000,DKI Jakarta
2018,Toyota Kijang Innova,40000,Automatic,320000000,Banten
2013,Daihatsu Xenia,12500,Manual,117000000,Jawa Timur
2017,Nissan X-Trail,47500,Automatic,263000000,Jawa Timur
2014,Mitsubishi Pajero Sport,30500,Automatic,289000000,Jawa Barat
2013,BMW X1,47500,Automatic,275000000,DKI Jakarta
2016,Mitsubishi Pajero Sport,3800,Automatic,389000000,Jawa Barat
2015,Toyota Avanza,47500,Manual,132500000,Jawa Barat
2019,Toyota Yaris,7500,Automatic,187000000,Jawa Barat
2016,Suzuki Ertiga,52500,Manual,132000000,Jawa Barat
2015,Volkswagen Tiguan,35000,Automatic,220000000,Banten
2016,Mitsubishi Triton,75000,Manual,190000000,Jawa Timur
2012,Honda Freed,92500,Automatic,139000000,Jawa Barat
2017,Toyota Yaris,32500,Automatic,185000000,Jawa Barat
2014,Honda Mobilio,43500,Automatic,128000000,DKI Jakarta
2017,Toyota Agya,27500,Automatic,96000000,Jawa Barat
2017,Toyota Agya,27500,Automatic,96000000,Jawa Barat
2014,Land Rover Range Rover Evoque,19500,Automatic,550000000,Banten
2016,Toyota Rush,23500,Manual,175000000,Jawa Timur
2016,Honda Brio,62500,Automatic,118000000,Jawa Timur
2007,Honda CR-V,32500,Automatic,148000000,Jawa Timur
2016,Honda Jazz,27500,Automatic,215000000,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,215000000,Jawa Timur
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2013,Nissan Serena,57500,Automatic,160000000,DKI Jakarta
2015,Toyota Avanza,57500,Manual,130000000,DKI Jakarta
2013,Nissan Serena,57500,Automatic,160000000,Banten
2015,Toyota Avanza,57500,Manual,130000000,DKI Jakarta
2015,Daihatsu Xenia,87500,Manual,108000000,Jawa Timur
2012,Toyota Kijang Innova,142500,Automatic,195000000,Jawa Timur
2016,Honda Civic,32500,Automatic,340000003,Jawa Timur
2017,Honda Brio,27500,Automatic,119500008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500008,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000005,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000005,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000005,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000005,Jawa Timur
2019,Honda Mobilio,7500,Manual,179000000,Jawa Timur
2014,Nissan X-Trail,142500,Manual,140000000,Jawa Timur
2006,Suzuki Grand Vitara,47500,Automatic,125000000,Jawa Timur
2019,Honda Mobilio,7500,Manual,179000000,Jawa Timur
1994,Suzuki Katana,7500,Manual,58000000,Jawa Timur
1994,Suzuki Katana,7500,Manual,58000000,Jawa Timur
2013,Chevrolet Captiva,23500,Automatic,145000000,Jawa Barat
2012,Land Rover Range Rover Evoque,16000,Automatic,430000000,DKI Jakarta
2002,Mitsubishi Kuda,147500,Automatic,68000000,Jawa Timur
2016,Honda Jazz,27500,Automatic,215000000,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2015,Honda CR-V,52500,Automatic,245000000,Jawa Timur
2014,Daihatsu Terios,50000,Automatic,142000000,Jawa Timur
2018,Datsun GO,23000,Manual,89000000,Jawa Timur
2014,Daihatsu Luxio,61500,Manual,102000000,Jawa Timur
2019,Daihatsu Sigra,27500,Manual,112000000,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2019,Toyota Calya,4450,Manual,105000000,Jawa Barat
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2001,Honda Odyssey,92500,Automatic,99000000,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000005,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000005,Jawa Timur
2017,Toyota Innova Venturer,37000,Automatic,388000000,Jawa Tengah
2016,Honda Mobilio,67500,Automatic,145000005,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000005,Jawa Timur
2016,Toyota Avanza,4500,Manual,138000000,Jawa Barat
2016,Honda Mobilio,67500,Automatic,145000005,Jawa Timur
2017,Honda Brio,7500,Automatic,148000000,Jawa Timur
2014,Toyota Camry,46500,Automatic,225000000,Jawa Barat
2017,Mitsubishi Pajero Sport,48100,Automatic,455000000,Jawa Tengah
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2010,Toyota Avanza,27500,Manual,128000000,Jawa Timur
2019,Suzuki Ertiga,2500,Manual,167500007,Jawa Timur
2007,Honda CR-V,32500,Automatic,148000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2006,Suzuki Grand Vitara,47500,Automatic,125000000,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2017,Honda Brio,27500,Automatic,119500005,Jawa Timur
2011,KIA Picanto,35000,Manual,63500000,Jawa Barat
2016,Honda BR-V,17500,Automatic,178000000,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2018,Mitsubishi Xpander,37500,Automatic,203000007,Jawa Timur
2011,Nissan Grand Livina,87500,Automatic,103000000,Yogyakarta
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2016,Mitsubishi Triton,167500,Manual,190000000,Jawa Timur
2015,Isuzu Elf,49000,Manual,145000000,Jawa Timur
2017,Honda HR-V,42500,Automatic,235000004,Jawa Timur
2015,Honda HR-V,27500,Automatic,218000004,Jawa Timur
2016,Honda HR-V,37500,Automatic,205000004,Jawa Timur
2011,Mercedes-Benz R300 L,38500,Automatic,385000000,DKI Jakarta
2002,Mitsubishi Kuda,132500,Automatic,68000000,Jawa Timur
2001,Honda Odyssey,92500,Automatic,99000000,Jawa Timur
2019,Honda CR-V,7500,Automatic,465000003,Jawa Timur
2014,Honda CR-V,82500,Automatic,235000000,Jawa Timur
2019,Toyota Rush,2500,Automatic,215000000,DKI Jakarta
2011,Chevrolet Captiva,47500,Automatic,125000000,Jawa Timur
2014,Nissan X-Trail,142500,Manual,140000000,Jawa Timur
2016,Mercedes-Benz C200,27500,Automatic,535000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2019,Honda Brio,37500,Automatic,145000000,DKI Jakarta
2015,Nissan March,92500,Automatic,97000000,DKI Jakarta
2015,Toyota Avanza,62500,Manual,135000000,DKI Jakarta
2014,Ford Ranger,97500,Manual,265000000,Jawa Timur
2009,Honda Civic,97500,Automatic,153000003,Jawa Timur
2015,Honda Mobilio,67500,Automatic,130000000,Jawa Barat
2016,Honda Mobilio,67500,Automatic,145000008,Jawa Timur
2015,Honda HR-V,82500,Automatic,198000005,Jawa Timur
2018,Honda Mobilio,32500,Automatic,180000003,Jawa Timur
2016,Toyota Land Cruiser Prado,57500,Automatic,753000000,DKI Jakarta
2019,Lexus RX300,37500,Automatic,1119000000,DKI Jakarta
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198500005,Jawa Timur
2016,Honda BR-V,17500,Automatic,178000000,Jawa Timur
2016,Toyota Alphard,25000,Automatic,780000000,Jawa Barat
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000008,Jawa Timur
2016,Nissan March,47500,Automatic,109500008,Jawa Timur
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2015,Honda Mobilio,37500,Automatic,137000000,DKI Jakarta
2017,Toyota Calya,62500,Automatic,112000000,Jawa Barat
2016,Nissan March,47500,Automatic,109500008,Jawa Timur
2016,Nissan March,47500,Automatic,109500005,Jawa Timur
2015,Honda HR-V,82500,Automatic,204000008,Jawa Timur
2016,Nissan March,47500,Automatic,109500005,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,204000005,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,204000005,Yogyakarta
2002,Mitsubishi Kuda,132500,Automatic,68000000,Jawa Timur
2010,Toyota Avanza,27500,Manual,128000000,Jawa Timur
2014,Toyota Yaris,47500,Automatic,155000000,DKI Jakarta
2014,Toyota Kijang Innova,42500,Automatic,225000000,DKI Jakarta
2018,Mitsubishi Xpander,32500,Automatic,195000000,Jawa Barat
2012,Toyota Avanza,92500,Automatic,105000000,DKI Jakarta
2016,Isuzu Elf,250000,Manual,220000000,Jawa Timur
2001,Honda Odyssey,92500,Automatic,99000000,Jawa Timur
2017,Toyota Hiace,35000,Manual,375000000,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,262000008,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,262000008,Jawa Timur
2019,Suzuki Karimun Wagon R,32500,Manual,105000000,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000008,Jawa Timur
2019,Honda Mobilio,7500,Manual,179000000,Jawa Timur
2014,Toyota Yaris,47500,Automatic,155000000,DKI Jakarta
2012,Toyota Avanza,92500,Automatic,105000000,DKI Jakarta
2014,Toyota Kijang Innova,42500,Automatic,225000000,DKI Jakarta
2018,Mitsubishi Xpander,32500,Automatic,195000000,DKI Jakarta
2019,Suzuki Karimun Wagon R,32500,Manual,105000000,Jawa Timur
2018,BMW 320i,8475,Automatic,610000000,DKI Jakarta
2013,Honda City,72500,Manual,147500000,Jawa Timur
2017,Honda Brio,77500,Manual,115000000,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2016,BMW 320i,3137,Automatic,515000000,DKI Jakarta
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Yogyakarta
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000005,Jawa Timur
2020,BMW 320i,3492,Automatic,859000000,DKI Jakarta
2016,Honda Brio,62500,Automatic,118000000,Jawa Timur
2018,Mitsubishi Xpander,10000,Automatic,220000000,DKI Jakarta
2007,Honda CR-V,32500,Automatic,148000000,Jawa Timur
2017,Honda BR-V,22500,Automatic,175000000,DKI Jakarta
2018,Toyota Camry,9000,Automatic,410000000,DKI Jakarta
2016,Honda HR-V,37500,Automatic,203000003,Jawa Timur
2016,Honda Jazz,27500,Automatic,215000000,Jawa Timur
2018,Honda Brio,27500,Automatic,130000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500007,Jawa Timur
2015,Toyota Yaris,87500,Automatic,177500000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500007,Jawa Timur
2017,Suzuki Ignis,52500,Automatic,132500000,Jawa Timur
2016,Honda Jazz,67500,Manual,210000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500007,Jawa Timur
2011,Toyota Avanza,147500,Manual,112000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500007,Jawa Timur
2016,Honda Jazz,27500,Automatic,215000000,Jawa Timur
2020,Suzuki Jimny,7500,Automatic,525000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500007,Jawa Timur
2015,Suzuki Karimun Wagon R,57500,Manual,78000000,DKI Jakarta
2019,Suzuki Karimun Wagon R,32500,Manual,105000000,Jawa Timur
2002,Mitsubishi Kuda,147500,Automatic,68000000,Jawa Timur
2018,Nissan March,42500,Automatic,135000000,Jawa Timur
2001,Honda Odyssey,92500,Automatic,99000000,Jawa Timur
2019,Toyota Rush,4000,Automatic,215000000,DKI Jakarta
2016,Honda Mobilio,67500,Automatic,149500005,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500005,Jawa Timur
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500005,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500005,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500005,Jawa Timur
2019,Toyota Camry,7500,Automatic,515000000,DKI Jakarta
2020,BMW 320i,2778,Automatic,859000000,DKI Jakarta
2017,Honda Brio,7500,Automatic,148000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000007,Jawa Timur
2016,BMW 320i,20000,Automatic,410000000,Banten
2010,Toyota Avanza,27500,Manual,128000000,Jawa Timur
2019,Hyundai Santa Fe,15000,Automatic,495000000,Banten
2012,Toyota Camry,39000,Automatic,189000000,Banten
2015,Toyota Yaris,52500,Automatic,167000007,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000007,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000007,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000007,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Suzuki Baleno,25000,Automatic,160000000,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2015,Mitsubishi Pajero Sport,50000,Automatic,265000000,Jawa Timur
2016,Suzuki APV,25000,Manual,120000000,Jawa Timur
2012,Mitsubishi Pajero Sport,50000,Automatic,265000000,Jawa Timur
2014,Suzuki Ertiga,35000,Automatic,118000000,Jawa Timur
2012,Toyota Corolla Altis,45000,Automatic,139999000,Jawa Timur
2014,Suzuki Swift,40000,Manual,128000000,Jawa Timur
2016,Toyota Sienta,25000,Automatic,165000000,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Honda Brio,7500,Automatic,148000000,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000007,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000007,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2017,Honda Brio,27500,Automatic,129500005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000007,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000007,Jawa Timur
2012,Honda CR-V,47500,Automatic,200000001,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000007,Jawa Timur
2019,Honda CR-V,7500,Automatic,465000004,Jawa Timur
2016,Honda Civic,32500,Automatic,340000004,Jawa Timur
2018,Honda Mobilio,32500,Automatic,180000004,Jawa Timur
2009,Honda Civic,97500,Automatic,155000004,Jawa Timur
2007,Honda CR-V,32500,Automatic,148000000,Jawa Timur
2012,Toyota Corolla Altis,33500,Automatic,139000000,Jawa Timur
2012,Toyota Corolla Altis,33500,Automatic,139000000,Jawa Timur
2012,Toyota Corolla Altis,33500,Automatic,139000000,Jawa Timur
2014,Suzuki Swift,50000,Manual,128000000,Jawa Timur
2014,Suzuki Swift,50000,Manual,128000000,Jawa Timur
2016,Daihatsu Ayla,46000,Automatic,92000000,Jawa Timur
2017,Honda Brio,27500,Automatic,115000000,DKI Jakarta
2019,Toyota Yaris,4000,Automatic,212000000,DKI Jakarta
2019,Mitsubishi Xpander,32500,Automatic,235000000,Jawa Timur
2014,Nissan March,72500,Manual,87000000,Jawa Timur
2014,Toyota Kijang Innova,102500,Automatic,220000000,Jawa Timur
2017,Toyota Kijang Innova,52500,Automatic,295000000,Jawa Timur
2011,Honda Jazz,72500,Automatic,149000000,Jawa Timur
2018,Nissan March,42500,Automatic,135000000,Jawa Timur
2012,Toyota Kijang Innova,122500,Automatic,195000000,Jawa Timur
2015,Honda Mobilio,52500,Automatic,145000000,DKI Jakarta
2014,Nissan Grand Livina,87500,Automatic,105000000,DKI Jakarta
2014,Daihatsu Xenia,22500,Manual,110000000,DKI Jakarta
2015,Datsun GO,92500,Manual,65000000,Jawa Barat
2018,Toyota Rush,37500,Automatic,215000000,Jawa Timur
2013,Toyota Rush,92500,Automatic,140000000,DKI Jakarta
2014,Mazda CX-5,62500,Automatic,207000000,DKI Jakarta
2015,Suzuki Karimun Wagon R,57500,Manual,78000000,Banten
2016,Honda HR-V,62500,Automatic,198000000,Banten
2017,Honda Brio,57500,Automatic,125000000,DKI Jakarta
2011,Daihatsu Xenia,87500,Manual,90000000,Jawa Barat
2015,Honda Jazz,23000,Automatic,210000000,Jawa Timur
2015,Honda Mobilio,52500,Automatic,145000000,DKI Jakarta
2017,Toyota Kijang Innova,62500,Automatic,330000000,Jawa Timur
2019,Daihatsu Sigra,17500,Manual,118000000,Jawa Timur
2017,Toyota Agya,27500,Automatic,123000000,Jawa Timur
2017,Honda Jazz,37500,Automatic,225000000,Jawa Timur
2019,Suzuki Karimun Wagon R,32500,Manual,105000000,Jawa Timur
2014,Toyota Kijang Innova,122500,Automatic,215000000,Jawa Timur
2018,Toyota Camry,9000,Automatic,410000000,DKI Jakarta
2012,Daihatsu Terios,39995,Automatic,111000000,DKI Jakarta
2014,Nissan Grand Livina,87500,Automatic,105000000,DKI Jakarta
2014,Daihatsu Xenia,22500,Manual,110000000,DKI Jakarta
2013,Toyota Rush,92500,Automatic,140000000,DKI Jakarta
2014,Mazda CX-5,62500,Automatic,207000000,DKI Jakarta
2017,Honda Brio,57500,Automatic,125000000,DKI Jakarta
2011,Daihatsu Xenia,87500,Manual,90000000,DKI Jakarta
2016,Honda HR-V,62500,Automatic,198000000,DKI Jakarta
2017,Honda Brio,9000,Automatic,122000000,Jawa Barat
2013,Honda Freed,74500,Automatic,145000000,Jawa Barat
2018,Honda Civic,11500,Automatic,356000000,DKI Jakarta
2016,Honda Jazz,26500,Automatic,180000000,Banten
2017,Honda Brio,37500,Automatic,122500003,Jawa Timur
2016,Mitsubishi Pajero Sport,30000,Automatic,382000000,DKI Jakarta
2015,Honda HR-V,27500,Automatic,218000003,Jawa Timur
2012,Daihatsu Terios,67500,Automatic,123500000,DKI Jakarta
2019,Suzuki Ertiga,1500,Automatic,190000000,DKI Jakarta
2013,Mitsubishi Mirage,62500,Manual,82500000,Jawa Barat
2016,Honda Brio,77500,Manual,115000000,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000007,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000007,Jawa Timur
2018,Toyota Innova Venturer,22500,Automatic,360000000,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000007,Jawa Timur
2014,Nissan March,26000,Manual,90000000,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000007,Jawa Timur
2014,Nissan Evalia,97500,Manual,99000007,Jawa Timur
2019,Toyota Rush,3500,Automatic,234000000,Jawa Barat
2015,Toyota Kijang Innova,21500,Manual,192000000,Jawa Barat
2010,Honda CR-V,38000,Automatic,160000000,Jawa Barat
2016,Honda Mobilio,67500,Automatic,149000008,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500008,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500008,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500008,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2016,Honda Mobilio,67500,Automatic,149500008,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2012,Mitsubishi Pajero Sport,107500,Automatic,267000005,Jawa Timur
2019,Honda Mobilio,7500,Manual,179000000,Jawa Timur
2010,Honda Freed,132500,Automatic,110000000,Banten
2018,Honda Civic,12500,Automatic,390000000,Jawa Timur
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2017,Honda Brio,27500,Automatic,167000008,Jawa Timur
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2016,Toyota Sienta,30000,Automatic,164000000,Banten
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2016,Honda BR-V,17500,Automatic,178000000,Jawa Timur
2014,Mitsubishi Pajero Sport,40500,Automatic,253000000,Banten
2017,Honda Brio,27500,Automatic,123000008,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2015,Toyota Yaris,52500,Automatic,167000008,Jawa Timur
2016,Honda Jazz,27500,Automatic,225000000,Jawa Timur
2012,Volkswagen Golf,35000,Automatic,135000000,Banten
2011,Mercedes-Benz E300,50500,Automatic,300000000,DKI Jakarta
2012,Mercedes-Benz C250,20000,Automatic,275000000,DKI Jakarta
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2018,Honda Mobilio,37500,Automatic,180000000,Jawa Timur
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2017,Honda Brio,7500,Automatic,148000000,Jawa Timur
2011,Toyota Avanza,142500,Manual,112000000,Jawa Timur
2018,Honda HR-V,13500,Automatic,285000000,DKI Jakarta
2010,Toyota Avanza,27500,Manual,128000000,Jawa Timur
2017,Chevrolet Trax,17500,Automatic,198000008,Jawa Timur
2013,Toyota Fortuner,65000,Automatic,255000000,Jawa Timur
2012,Honda Civic,55000,Automatic,176000000,Jawa Timur
2016,Honda Jazz,27500,Automatic,225000000,Jawa Timur
2011,Toyota Avanza,147500,Manual,112000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2002,Mitsubishi Kuda,147500,Automatic,68000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2016,Honda Brio,62500,Automatic,118000000,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000008,Jawa Timur
2020,Wuling Almaz,12500,Automatic,278000008,Jawa Timur
2016,Honda BR-V,17500,Automatic,178000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2018,Honda CR-V,32500,Automatic,435000000,Jawa Timur
2001,Honda Odyssey,92500,Automatic,110000000,Jawa Timur
2001,Honda Odyssey,92500,Automatic,110000000,Jawa Timur
2010,Toyota Avanza,27500,Manual,128000000,Jawa Timur
2017,Honda Brio,7500,Automatic,148000000,Jawa Timur
2002,Mitsubishi Kuda,132500,Automatic,75000000,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
2015,Toyota Yaris,52500,Automatic,168000005,Jawa Timur
